Source,Author,Title,Description,URL,Published At,Sentiment,Type
kvia,Associated Press,"Rally shooter had photos of Trump, Biden and other US officials on his phone, AP sources say","Associated Press WASHINGTON (AP) — The 20-year-old Pennsylvania man who tried to assassinate Donald Trump had photos on his phone of the former Republican president, President Joe Biden and other officials, including Attorney General Merrick Garland and FBI Director Chris Wray, according to two people familiar with the matter. Investigators searching Thomas Matthew Crooks&#8217; devicesThe post Rally shooter had photos of Trump, Biden and other US officials on his phone, AP sources say appeared first on KVIA.",https://kvia.com/news/2024/07/18/rally-shooter-had-photos-of-trump-biden-and-other-us-officials-on-his-phone-ap-sources-say/,2024-07-18T17:20:40+00:00,positive,General
winnipeg,Devon McKendrick,Union representing health-care workers calling for changes in rural Manitoba to fix health system,The Manitoba Government and General Employees' Union is calling for better recruitment and retention to address the health-care crisis in rural Manitoba.,https://winnipeg.ctvnews.ca/union-representing-health-care-workers-calling-for-changes-in-rural-manitoba-to-fix-health-system-1.6968839,2024-07-18T17:12:24+00:00,positive,General
4-traders,,First woman to lead Canada's armed forces takes command,"(marketscreener.com) General Jennie Carignan took over as Canada's chief of the defense staff on Thursday in a ceremony that made her the first woman to command the country's armed forces. Trained as a military engineer, Carignan has commanded troops in Afghanistan, Bosnia-Herzegovina, Iraq and Syria during her 35 years in the Canadian Army. ...https://www.marketscreener.com/quote/currency/EURO-CANADIAN-DOLLAR-EUR--2358944/news/First-woman-to-lead-Canada-s-armed-forces-takes-command-47415505/?utm_medium=RSS&utm_content=20240718",https://www.marketscreener.com/quote/currency/EURO-CANADIAN-DOLLAR-EUR--2358944/news/First-woman-to-lead-Canada-s-armed-forces-takes-command-47415505/?utm_medium=RSS&utm_content=20240718,2024-07-18T17:07:33+00:00,positive,General
4-traders,,Agricultural Development Bank : PR-213 AGRICULTURAL DEVELOPMENT BANK PLC NOTICE OF ANNUAL GENERAL MEETING,(marketscreener.com) PR 213 AGRICULTURAL DEVELOPMENT BANK PLC NOTICE OF ANNUAL GENERAL MEETING Attachments Original Link Permalink Disclaimer Agricultural Development Bank plc published this content on 17 July 2024 and is solely responsible for...https://www.marketscreener.com/quote/stock/AGRICULTURAL-DEVELOPMENT--64309460/news/Agricultural-Development-Bank-PR-213-AGRICULTURAL-DEVELOPMENT-BANK-PLC-NOTICE-OF-ANNUAL-GENERAL-ME-47415500/?utm_medium=RSS&utm_content=20240718,https://www.marketscreener.com/quote/stock/AGRICULTURAL-DEVELOPMENT--64309460/news/Agricultural-Development-Bank-PR-213-AGRICULTURAL-DEVELOPMENT-BANK-PLC-NOTICE-OF-ANNUAL-GENERAL-ME-47415500/?utm_medium=RSS&utm_content=20240718,2024-07-18T17:07:17+00:00,positive,General
4-traders,,Salmones Camanchaca S A : EXTRAORDINARY SHAREHOLDERS' MEETING PROXY DNB 2024,"(marketscreener.com) DNB Confidential PROXY SALMONES CAMANCHACA EXTRAORDINARY GENERAL MEETING 29TH JULY 2024 In the following general shareholder&acute;s meeting of Salmones Camanchaca S.A. to be held on July 29th, 2024, the following matters will be submitted to vote: ...https://www.marketscreener.com/quote/stock/SALMONES-CAMANCHACA-S-A-42589612/news/Salmones-Camanchaca-S-A-EXTRAORDINARY-SHAREHOLDERS-MEETING-PROXY-DNB-2024-47415464/?utm_medium=RSS&utm_content=20240718",https://www.marketscreener.com/quote/stock/SALMONES-CAMANCHACA-S-A-42589612/news/Salmones-Camanchaca-S-A-EXTRAORDINARY-SHAREHOLDERS-MEETING-PROXY-DNB-2024-47415464/?utm_medium=RSS&utm_content=20240718,2024-07-18T17:03:08+00:00,positive,General
4-traders,,Salmones Camanchaca S A : EXTRAORDINARY SHAREHOLDERS' MEETING SUMMONING NOTICE 2024,"(marketscreener.com) DNB Confidential SALMONES CAMANCHACA EXTRAORDINARY GENERAL MEETING 29TH JULY 2024 An extraordinary general shareholders' meeting of Salmones Camanchaca S.A. will be held in Santiago, Chile on July 29th, 2024. In the referred general shareholder&acute;s meeting, the...https://www.marketscreener.com/quote/stock/SALMONES-CAMANCHACA-S-A-42589612/news/Salmones-Camanchaca-S-A-EXTRAORDINARY-SHAREHOLDERS-MEETING-SUMMONING-NOTICE-2024-47415465/?utm_medium=RSS&utm_content=20240718",https://www.marketscreener.com/quote/stock/SALMONES-CAMANCHACA-S-A-42589612/news/Salmones-Camanchaca-S-A-EXTRAORDINARY-SHAREHOLDERS-MEETING-SUMMONING-NOTICE-2024-47415465/?utm_medium=RSS&utm_content=20240718,2024-07-18T17:03:08+00:00,positive,General
4-traders,,Legal & General : L&G bolsters global asset management client distribution team with senior hire,(marketscreener.com) Legal &amp; General has announced a new senior appointment to the Distribution leadership team within its Asset Management division. Ashley Fagan joins the London team as Global Head of Financial Institutions and is focused on further developing the firm's relationships with these global clients as the firm continues to...https://www.marketscreener.com/quote/stock/LEGAL-GENERAL-PLC-4002140/news/Legal-General-L-G-bolsters-global-asset-management-client-distribution-team-with-senior-hire-47415457/?utm_medium=RSS&utm_content=20240718,https://www.marketscreener.com/quote/stock/LEGAL-GENERAL-PLC-4002140/news/Legal-General-L-G-bolsters-global-asset-management-client-distribution-team-with-senior-hire-47415457/?utm_medium=RSS&utm_content=20240718,2024-07-18T17:01:12+00:00,negative,General
tribune,Kehinde Akintola,Illegal mining scam: We provide security for legitimate miners — CDS,"Tribune OnlineIllegal mining scam: We provide security for legitimate miners — CDSThe Chief of Defence Staff (CDS), General Christopher Musa, and Inspector General of Police (IGP), Kayode Egbetokun, on Thursday dismissed allegations that members of the Armed Forces provide security for illegal miners operating across the country. They made these statements while responding to allegations leveled against the security agencies during a public hearing held in [&#8230;]Illegal mining scam: We provide security for legitimate miners — CDSTribune Online",https://tribuneonlineng.com/illegal-mining-scam-we-provide-security-for-legitimate-miners-cds/,2024-07-18T17:00:15+00:00,negative,General
zazoom,,"Talenti Tech in Italia: opportunità, insoddisfazione e strategie di retention","Leggi l'Articolo - Il report ""The Tech Talent Explorer"" di HAYS rivela le dinamiche del mercato del lavoro tech e le esigenze dei professionisti del settore Data Engineer, Software Developer ed esperti di Cloud, secondo l'analisi della società di recruiting HAYS Italia la richiesta di queste figure e più in generale di ""tech talent"" nei settori della manifattura, […...",https://www.zazoom.it/2024-07-18/talenti-tech-in-italia-opportunita-insoddisfazione-e-strategie-di-retention-3/15086480/,2024-07-18T16:59:46+00:00,neutral,General
zazoom,,"Al Tour 18esima tappa a Campenaerts, Pogacar sempre leader","Leggi l'Articolo - Vince il belga, immutati i distacchi nella classifica generale. PARIGI (FRANCIA) - Tappa transitoria al Tour de France. È Victor Campenaerts ad alzare le braccia al cielo al termine della diciottesima frazione della Grande Boucle 2024, la Gap-Barcelonnette di 179 chilometri. Il belga della Lotto Dst...",https://www.zazoom.it/2024-07-18/al-tour-18esima-tappa-a-campenaerts-pogacar-sempre-leader-2/15086519/,2024-07-18T16:59:46+00:00,neutral,General
zazoom,,"Aumentano le minacce agli amministratori locali, l’allarme di Avviso Pubblico. Da Padova a Lecce, ecco l’Italia dell’intimidazione","Leggi l'Articolo - Nel primo semestre del 2024 l’Italia ha registrato un aumento del 20,6% delle minacce e intimidazioni rivolte agli amministratori locali e in generale al personale della Pubblica Amministrazione. Il dato emerge dal monitoraggio annuale condotto da ‘Avviso Pubblico, enti locali e regioni contro mafie e corruzione‘, associazione che da quindici anni...",https://www.zazoom.it/2024-07-18/aumentano-le-minacce-agli-amministratori-locali-lallarme-di-avviso-pubblico-da-padova-a-lecce-ecco-litalia-dellintimidazione/15086500/,2024-07-18T16:59:46+00:00,neutral,General
radiolombardia,Luca Levati,"Casa, Stanzione (Cgil): riattualizzare proprietà indivisa","- ""Serve un fondo di garanzia che è un fondo di investimento per chi investe ma un fondo di garanzia a sostegno del credito indirizzato alla proprietà indivisa. È stata una delle soluzioni che è stata trovata nel secondo Dopoguerra per il grande tema delle migrazioni verso Milano"". Lo ha detto il segretario generale Cgil Milano a margine dell'incontro ""Casa, dalle parole ai fatti"".",https://www.radiolombardia.it/2024/07/18/casa-stanzione-cgil-riattualizzare-proprieta-indivisa/,2024-07-18T16:59:41+00:00,neutral,General
suntimes,Daryl Van Schouwen,Promotion for infielder Brooks Baldwin among flurry of White Sox moves coming out of All-Star break,"Changes are coming for the White Sox as the July 30 trade deadline draws near. And while the team with baseball’s worst record was getting a sorely needed All-Star break reprieve, general manager Chris Getz was busy shuffling the roster.A flurry of moves, including the somewhat surprising but not unwarranted farewell to struggling 37-year-old catcher Martin Maldonado who was designated for assignment Wednesday, set the tone. Triple-A Charlotte catcher Chuckie Robinson, 29, will be recalled Friday to back up Korey Lee, one of the bright spots of the first half (his .167/.200/.302 batting line...",https://chicago.suntimes.com/white-sox/2024/07/18/promotion-for-infielder-brooks-baldwin-among-flurry-of-white-sox-moves-coming-out-of-all-star-break,2024-07-18T16:51:49+00:00,positive,General
dvidshub,Sgt. James Lundy,18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team [Image 9 of 10],"A Soldier from the 18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536712/18th-field-artillery-brigade-receives-treatment-holistic-health-and-fitness-team,2024-07-18T19:54:59+00:00,neutral,Health
dvidshub,Sgt. James Lundy,18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team [Image 7 of 10],"A Soldier from the 18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536703/18th-field-artillery-brigade-receives-treatment-holistic-health-and-fitness-team,2024-07-18T19:54:58+00:00,neutral,Health
dvidshub,Sgt. James Lundy,18th Field Artillery Brigade treatment from the Holistic Health and Fitness team [Image 6 of 10],"A Soldier from the 18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536702/18th-field-artillery-brigade-treatment-holistic-health-and-fitness-team,2024-07-18T19:54:58+00:00,neutral,Health
dvidshub,Sgt. James Lundy,18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team [Image 10 of 10],"A Soldier from the 18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536713/18th-field-artillery-brigade-receives-treatment-holistic-health-and-fitness-team,2024-07-18T19:54:58+00:00,neutral,Health
dvidshub,Sgt. James Lundy,8th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team [Image 8 of 10],"A Soldier from the 18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536705/8th-field-artillery-brigade-receives-treatment-holistic-health-and-fitness-team,2024-07-18T19:54:58+00:00,neutral,Health
dvidshub,Sgt. James Lundy,18th Field Artillery Brigade Pregnancy and Postpartum Physical Training [Image 1 of 10],"An Athletic Trainer from the 18th Field Artillery Brigade Holistic Health and Fitness team oversees Soldiers conducting Pregnancy and Postpartum Physical Training (P3T) at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536688/18th-field-artillery-brigade-pregnancy-and-postpartum-physical-training,2024-07-18T19:54:57+00:00,neutral,Health
dvidshub,Sgt. James Lundy,8th Field Artillery Brigade treatment from the Holistic Health and Fitness team [Image 5 of 10],"A Soldier from the 18th Field Artillery Brigade receives treatment from the Holistic Health and Fitness team at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536697/8th-field-artillery-brigade-treatment-holistic-health-and-fitness-team,2024-07-18T19:54:57+00:00,neutral,Health
dvidshub,Sgt. James Lundy,18th Field Artillery Brigade Pregnancy and Postpartum Physical Training [Image 2 of 10],"A Strength and Conditioning Coach from the 18th Field Artillery Brigade Holistic Health and Fitness team helps a Soldier with her deadlift form while conducting Pregnancy and Postpartum Physical Training (P3T) at Fort Liberty, NC. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536689/18th-field-artillery-brigade-pregnancy-and-postpartum-physical-training,2024-07-18T19:54:57+00:00,neutral,Health
News24,,News24 | Ramaphosa confident GNU partners will find consensus on NHI,"In his Opening of Parliament Address on Thursday evening, President Cyril Ramaphosa expressed confidence that parties in the government of national unity could iron out their differences on a policy the DA had already indicated it would continue to oppose: The National Health Insurance.",https://www.news24.com/news24/politics/parliament/ramaphosa-confident-gnu-partners-will-find-consensus-on-nhi-20240718,2024-07-18T19:50:39+00:00,neutral,Health
finanznachrichten,,"Cosmos Health Inc.: Cosmos Health's Cana Secures Additional Contract Manufacturing Agreement with Provident Pharmaceuticals for 700,000 Units, Bringing Total Order Book to 5.02 Million Units","CHICAGO, IL / ACCESSWIRE / July 18, 2024 / Cosmos Health Inc. (""Cosmos Health"" or the ""Company') (NASDAQ:COSM), a diversified, vertically integrated global healthcare group engaged in innovative R&...",https://www.finanznachrichten.de/nachrichten-2024-07/62767366-cosmos-health-inc-cosmos-health-s-cana-secures-additional-contract-manufacturing-agreement-with-provident-pharmaceuticals-for-700-000-units-bringin-200.htm,2024-07-18T19:50:00+00:00,positive,Health
4-traders,,"Chicken culling, disposal raise concern as bird flu spreads",(marketscreener.com) The spread of bird flu among poultryand dairy farms has heightened some health experts' concernsthat the process of killing and disposing of poultry infectedwith the virus may pose a risk to humans and livestock. Recent instances of farms dumping carcasses in landfills andusing methods to kill chickens that put workers in...https://www.marketscreener.com/news/latest/Chicken-culling-disposal-raise-concern-as-bird-flu-spreads--47415989/?utm_medium=RSS&utm_content=20240718,https://www.marketscreener.com/news/latest/Chicken-culling-disposal-raise-concern-as-bird-flu-spreads--47415989/?utm_medium=RSS&utm_content=20240718,2024-07-18T19:42:53+00:00,neutral,Health
finanznachrichten,,Intuitive Health: Baptist Health Breaks Ground On Third Combined ER and Urgent Care Facility,"Innovative Facility on Bardstown Road Continues Expansion of Patient-First Healthcare ModelLOUISVILLE, KY / ACCESSWIRE / July 18, 2024 / Baptist Health Kentucky, in partnership with Dallas-based In...",https://www.finanznachrichten.de/nachrichten-2024-07/62767317-intuitive-health-baptist-health-breaks-ground-on-third-combined-er-and-urgent-care-facility-200.htm,2024-07-18T19:38:00+00:00,positive,Health
4-traders,,South Carolina to Sell $150 Million in Healthcare Revenue Bonds,"(marketscreener.com) By Patrick Sullivan South Carolina Jobs-Economic Development Authority is planning to offer $150 million in healthcare revenue bonds backing construction and improvements to McLeod Health System facilities. Proceeds will be used to fund a cancer center and linear accelerator at McLeod Seacoast Hospital in Little River, a 48-bed addition...https://www.marketscreener.com/news/latest/South-Carolina-to-Sell-150-Million-in-Healthcare-Revenue-Bonds--47415958/?utm_medium=RSS&utm_content=20240718",https://www.marketscreener.com/news/latest/South-Carolina-to-Sell-150-Million-in-Healthcare-Revenue-Bonds--47415958/?utm_medium=RSS&utm_content=20240718,2024-07-18T19:31:17+00:00,negative,Health
NZ Herald,Kelvin McDonald,South Island Māori face significant oral health inequities - study in NZ Medical Journal reports,New study identified oral health inequities for Māori,https://www.nzherald.co.nz/kahu/south-island-maori-face-significant-oral-health-inequities-study-in-nz-medical-journal-reports/GSQMV33RKVB7RIYPMQG4MU53GI/,2024-07-18T19:27:07+00:00,positive,Health
extratv,,Aly Raisman Suffered ‘Stroke-Like Symptoms’ Before Recent Hospitalizations,"Olympic gymnast Aly Raisman, 30, is opening up on her health. During an appearance on the “Call Her Daddy” podcast, Raisman revealed that she was hospitalized twice for “stroke-like symptoms.” She explained, “I can't remember my name. I'm slurring my words. I can barely speak. Both times I was tested for a stroke because I literally couldn't move my body. It was so scary."" Aly’s first hospitalization came during the COVID-19 lockdown, which meant that her mom was unable to accompany her. She recalled, “They're asking me what my name is, but I can't remember my name or say what my...",https://extratv.com/2024/07/18/aly-raisman-suffered-stroke-like-symptoms-before-recent-hospitalizations/,2024-07-18T19:12:43+00:00,negative,Health
dvidshub,Desmond Martin,Protecting warfighters: Navy hosts summit on blast overpressure safety [Image 3 of 4],"The Navy hosted a summit focused on blast overpressure (BOP) safety, aiming to highlight ongoing efforts to protect service members and civilians, at River’s Edge Community Center onboard Naval Support Activity (NSA) Hampton Roads-Portsmouth Annex, July 15. Hosted by the Navy and Marine Corps Force Health Protection Command (NMCFHPC), the summit is part of a broader initiative to centralize and streamline BOP safety efforts within the Department of the Navy (DON). The event consisted of a broad array of guests and contributors from the Hon. Meredith Berger, Assistant Secretary of the Navy for...",https://www.dvidshub.net/image/8536543/protecting-warfighters-navy-hosts-summit-blast-overpressure-safety,2024-07-18T19:11:49+00:00,negative,Health
dvidshub,Desmond Martin,Protecting warfighters: Navy hosts summit on blast overpressure safety [Image 4 of 4],"Jena Brunson, an industrial hygienist with the Navy and Marine Corps Force Health Protection Command (NMCFHPC) addresses the audience during a Blast Over Pressure (BOP) meeting on July 15, 2024, at the River’s Edge Community Center on Naval Medical Center Portsmouth, Virginia. Brunson is a part of the Navy’s Acquisition Technical Support Division (ATS), which serves as the subject matter experts and cognizant technical authority regarding the industrial hygiene aspects of blast overpressure hazard through systems lifecycle for the DON. (Navy photo by Desmond Martin)",https://www.dvidshub.net/image/8536591/protecting-warfighters-navy-hosts-summit-blast-overpressure-safety,2024-07-18T19:11:49+00:00,negative,Health
4-traders,,Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in CVS Health Corporation of Class Action Lawsuit and Upcoming Deadlines - CVS,"(marketscreener.com) NEW YORK, July 18, 2024 /PRNewswire/ -- Pomerantz LLP announces that a class action lawsuit has been filed against CVS Health Corporation and certain officers. The class action, filed in the United States District Court for the Southern District of New York, and docketed under 24-cv-05303, is on behalf of a class consisting of all persons and...https://www.marketscreener.com/quote/stock/CVS-HEALTH-CORPORATION-12230/news/Pomerantz-Law-Firm-Reminds-Shareholders-with-Losses-on-their-Investment-in-CVS-Health-Corporation-of-47415879/?utm_medium=RSS&utm_content=20240718",https://www.marketscreener.com/quote/stock/CVS-HEALTH-CORPORATION-12230/news/Pomerantz-Law-Firm-Reminds-Shareholders-with-Losses-on-their-Investment-in-CVS-Health-Corporation-of-47415879/?utm_medium=RSS&utm_content=20240718,2024-07-18T19:02:18+00:00,positive,Health
kionrightnow,Jeanette Bent,The California Department of Public Health warns people not to eat shellfish “sport-harvested” from Santa Cruz and Monterey counties,"SANTA CRUZ COUNTY, Calif. (KION-TV) -- The California Department of Public Health (CDPH) issued a press release Thursday warning people not to eat ""recreationally harvested"" mussels, clams or whole scallops from Santa Cruz and Monterey counties. The County of Santa Cruz Health Services Agency stated that there were dangerous levels of paralytic shellfish poisoning (PSP)The post The California Department of Public Health warns people not to eat shellfish &#8220;sport-harvested&#8221; from Santa Cruz and Monterey counties appeared first on KION546.",https://kion546.com/news/2024/07/18/the-california-department-of-public-health-warns-people-not-to-eat-shellfish-sport-harvested-from-santa-cruz-and-monterey-counties/,2024-07-18T19:00:55+00:00,negative,Health
dailydemocrat,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.dailydemocrat.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
Lowell Sun,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.lowellsun.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
timesheraldonline,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.timesheraldonline.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
orovillemr,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.orovillemr.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
reporterherald,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.reporterherald.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
twincities,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.twincities.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
marinij,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.marinij.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
thereporter,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.thereporter.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
bostonherald,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.bostonherald.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
ukiahdailyjournal,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.ukiahdailyjournal.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
dailycamera,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.dailycamera.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
journal-advocate,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.journal-advocate.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
times-standard,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.times-standard.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
siliconvalley,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.siliconvalley.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
chicoer,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.chicoer.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
santacruzsentinel,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.santacruzsentinel.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
montereyherald,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.montereyherald.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
greeleytribune,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.greeleytribune.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
